ClassID,Weight,PR,MaxPR,ItemLv,PATK,ADD_MATK,ItemGrade,ItemStar,HiddenPropValue,UseLv,MaterialPrice,Price,PriceRatio,SellPrice,RepairPriceRatio,ReinforceRatio,MaxStack,Scale,DropSoundTime,DeadBreakRatio,NumberArg1,NumberArg2,ItemCoolDown,Dur,MaxDur,repairPrice,UseCount,Hardness,ADD_MINATK,ADD_MAXATK,ADD_DEF,CRTHR,CRTATK,CRTDR,ADD_HR,ADD_DR,STR,DEX,CON,INT,MNA,SR,SDR,CRTMATK,ADD_MDEF,MGP,AddSkillMaxR,SkillRange,SkillAngle,Luck,BlockRate,BLK,BLK_BREAK,Revive,HitCount,BackHit,SkillPower,ASPD,MSPD,KDPow,MHP,MSP,MSTA,RHP,RSP,RSPTIME,RSTA,ADD_CLOTH,ADD_LEATHER,ADD_CHAIN,ADD_IRON,ADD_GHOST,ADD_SMALLSIZE,ADD_MIDDLESIZE,ADD_LARGESIZE,ADD_FORESTER,ADD_WIDLING,ADD_VELIAS,ADD_PARAMUNE,ADD_KLAIDA,Add_Damage_Atk,ADD_FIRE,ADD_ICE,ADD_POISON,ADD_LIGHTNING,ADD_EARTH,ADD_SOUL,ADD_HOLY,ADD_DARK,BaseSocket,MaxSocket_COUNT,BaseSocket_MA,MaxSocket_MA,MinOption,MaxOption,Aries,AriesDEF,Slash,SlashDEF,Strike,StrikeDEF,Aries_Range,Slash_Range,Strike_Range,MinRDmg,MaxRDmg,FDMinR,FDMaxR,TotalArrowCount,ArrowCount,RES_FIRE,RES_ICE,RES_POISON,RES_LIGHTNING,RES_EARTH,RES_SOUL,RES_HOLY,RES_DARK,LifeTime,ItemLifeTimeOver,NeedAppraisal,NeedRandomOption,LootingChance,IsAlwaysHatVisible,SkillWidthRange,DynamicLifeTime,ADD_BOSS_ATK,ClassName,Name,ItemType,Journal,GroupName,EquipGroup,EquipXpGroup,MergeTable1,MergeClass1,MergeTable2,MergeClass2,MergeTable3,MergeClass3,ToolTipScp,BasicTooltipProp,HiddenProp,TooltipImage,Icon,ReqToolTip,TooltipValue,OptDesc,Desc,DropSound,EquipSound,InOutScp,Script,DecomposeAble,Destroyable,TeamTrade,ShopTrade,MarketTrade,UserTrade,RefreshScp,DropStyle,StringArg,Usable,PreCheckScp,Consumable,UseAnim,ClientScp,ParticleName,UseTx,CoolDown,CoolDownGroup,AllowDuplicate,NotExist,LogoutSave,ClassType,ClassType2,NodeName,ModelType,FileName,AttachType,Attribute,AttackType,Material,UseJob,UseAbility,UseGender,DBLHand,EqpType,UsePetEquipGroup,PetSlot,DefaultEqpSlot,WeaponTrailEffect,BlowSoundType,DefSoundType,BlkSoundType,EqpInOut,OptionGroup,IsPrivate,LHandSkill,Reinforce_Type,ItemLifeTime,HatVisible,Extractable,LegendGroup,MarketCategory,BriquetingAble,DynamicCalcLifeTimeFunc,EnableEquipMap,RingGroup
11001004,45,7,7,0,0,0,5,9,0,430,0,0,100,6655,100,100,1,0.15,0,0,0,0,0,4000,4000,0,-1,1,0,0,0,0,0,265,0,0,0,0,45,0,0,0,1,0,1250,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EP12_BRC05_HIGH_004,카랄리엔 바르제라스 브레이슬릿,Equip,TRUE,Armor,,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,MDEF,YES,icon_item_bracelet_moth_430_06,icon_item_bracelet_moth_430_06,팔찌,,,"마족의 동화에서 등장하는 일곱 여왕 중 바르제라스 여왕의 이름을 떠올리는 브레이슬릿입니다.{nl}마계에 닥친 일곱 날의 대재해로 온 땅이 처참하게 변해갔을 때, 바르제라스 여왕은 자신의 목숨과 맞바꿔 마계를 살렸습니다. 바르제라스 여왕의 최후의 마법은 대재해를 멈췄지만, 지도자를 잃은 마계는 재건되기까지 오랜 세월을 소모해야 했습니다.",item_drop_jewel,,,,YES,YES,YES,NO,YES,NO,SCR_REFRESH_ACC,Normal,,NO,,NO,,,,NO,,,YES,NO,No,Ring,,,,,Sword,Melee,,,All,,Both,NO,RING,ALL,,RING,,,,,,,NO,,Moru,,YES,No,,Accessory_Band,No,,,
11001005,45,7,7,0,0,0,5,9,0,430,0,0,100,6655,100,100,1,0.15,0,0,0,0,0,4000,4000,0,-1,1,0,0,0,150,900,0,0,0,50,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EP12_BRC05_HIGH_005,카랄리엔 피크티스 브레이슬릿,Equip,TRUE,Armor,,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,MDEF,YES,icon_item_bracelet_moth_430_04,icon_item_bracelet_moth_430_04,팔찌,,,마족의 동화에서 등장하는 일곱 여왕 중 피크티스 여왕의 이름을 떠올리는 브레이슬릿입니다.{nl}최악의 폭군이자 살육의 지도자인 피크티스 여왕은 광기에 미쳐 마계의 백성들을 공포에 떨게 했습니다. 그녀는 손에서 검을 놓치지 않기 위해 쇠사슬로 검을 쥔 손을 묶기도 했습니다. 거울에 비친 자신을 보며 자신을 칼로 찌를 때까지 피크티스 여왕의 분노와 광기는 아무도 멈출 수 없었습니다.,item_drop_jewel,,,,YES,YES,YES,NO,YES,NO,SCR_REFRESH_ACC,Normal,,NO,,NO,,,,NO,,,YES,NO,No,Ring,,,,,Sword,Melee,,,All,,Both,NO,RING,ALL,,RING,,,,,,,NO,,Moru,,YES,No,,Accessory_Band,No,,,
11001006,45,7,7,0,0,0,5,9,0,430,0,0,100,6655,100,100,1,0.15,0,0,0,0,0,4000,4000,0,-1,1,0,0,0,150,0,0,0,0,0,0,28,90,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EP12_BRC05_HIGH_006,카랄리엔 트리우카스 브레이슬릿,Equip,TRUE,Armor,,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,MDEF,YES,icon_item_bracelet_moth_430_05,icon_item_bracelet_moth_430_05,팔찌,,,마족의 동화에서 등장하는 일곱 여왕 중 트리우카스 여왕의 이름을 떠올리는 브레이슬릿입니다.{nl}철이 없기로 소문난 트리우카스 여왕은 단 한 순간도 진지했던 적이 없었습니다. 한때는 자신의 하인을 속이기 위해 성을 통째로 옮겨버린 적도 있습니다. 숨바꼭질하려고 숨은 여왕을 아무도 찾지 못했고 그 이후로는 아무런 흔적도 찾을 수 없었습니다.,item_drop_jewel,,,,YES,YES,YES,NO,YES,NO,SCR_REFRESH_ACC,Normal,,NO,,NO,,,,NO,,,YES,NO,No,Ring,,,,,Sword,Melee,,,All,,Both,NO,RING,ALL,,RING,,,,,,,NO,,Moru,,YES,No,,Accessory_Band,No,,,
11001007,45,7,7,0,0,0,5,9,0,430,0,0,100,6655,100,100,1,0.15,0,0,0,0,0,4000,4000,0,-1,1,0,0,0,0,0,0,0,0,50,50,28,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EP12_BRC05_HIGH_007,카랄리엔 프리데티 브레이슬릿,Equip,TRUE,Armor,,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,MDEF,YES,icon_item_bracelet_moth_07,icon_item_bracelet_moth_07,팔찌,,,"마족의 동화에서 등장하는 일곱 여왕 중 프리데티 여왕의 이름을 떠올리는 브레이슬릿입니다.{nl}마계의 온갖 보물을 수집하던 프리데티 여왕의 욕심은 끝날 줄을 몰랐습니다. 다채로운 색깔의 보물들을 수집하던 여왕은 어느 날, 한 마법사를 찾아가 자신을 보물로 바꿔 달라고 말했습니다. 평소 여왕의 욕심에 질려있던 마법사는 여왕을 호박으로 바꿔버렸습니다. 마법사는 그 일을 계기로 마계에서 쫓겨났고 호박은 아무런 쓸모없이 버려졌습니다.",item_drop_jewel,,,,YES,YES,YES,NO,YES,NO,SCR_REFRESH_ACC,Normal,,NO,,NO,,,,NO,,,YES,NO,No,Ring,,,,,Sword,Melee,,,All,,Both,NO,RING,ALL,,RING,,,,,,,NO,,Moru,,YES,No,,Accessory_Band,No,,,
11002001,170,5,5,0,0,0,4,10,0,430,0,0,0,0,100,100,1,0.15,0,0,0,0,0,5000,5000,0,-1,1,0,0,0,0,0,0,0,0,122,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SWD04_126_1,바이보라 소드 - 공간베기,Equip,TRUE,Weapon,Weapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,YES,icon_item_sword_vibora,icon_item_sword_vibora,한손검[베기],," - 로델레로 모든 스킬 레벨{img green_up_arrow 16 16}1{nl}  - 몬타노 스킬 레벨{img green_up_arrow 16 16}2{nl} {nl}공간베기{nl} - 몬타노 시전 시 전방의 적 20명에게{nl}동일한 스킬 공격력으로 추가 타격(때리기 속성){nl} - 추가 타격은 몬타노와 동일한 스킬로 판정",바이보라 여신에 대한 자신의 깊은 신앙심을 표현하고자 했던 한 바이보라 날개 교단원의 생각으로 탄생했습니다. 당시 무기 제작에 대한 정보를 대량으로 가지고 있던 교단원은 한 대장장이에게 그 모든 것을 넘겼습니다. 그렇게 탄생한 바이보라 무기는 외형과 성능이 뛰어난 작품입니다.,item_drop_weapon,block_shield.wav,,,NO,YES,YES,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,YES,NO,No,Sword,Sword,Dummy_L_HAND,PC_WAR_F,sword_vibora,Sword,Melee,Slash,,"Char1,Char5",,Both,NO,SH,ALL,,RH LH,I_swordtrail004_blue,Sword,,Sword,,,NO,,Moru,,YES,Yes,,Weapon_Sword,Yes,,,
11002002,260,5,5,0,0,0,4,10,0,430,0,0,0,0,100,100,1,0.15,0,0,0,0,0,5000,5000,0,-1,1,0,0,0,744,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSP04_128_1,바이보라 파이크 - 분쇄,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,YES,icon_item_thspear_vibora,icon_item_thspear_vibora,양손창[찌르기],," - 퀸테인 스킬 레벨{img green_up_arrow 16 16}3{nl} {nl}분쇄{nl} - 크러시 시전 시 현재 레벨의 퀸테인 시전",한때 옷 재단사였던 바이보라 날개의 교단원은 바이보라 여신을 향한 자신의 신앙심에 심취해 있었습니다. 그는 한 대장장이와 합작하여 여신의 이름을 붙인 무기들의 외형을 창작했습니다. 이 파이크는 그 중에도 가장 먼저 만들어진 무기입니다.,item_drop_weapon,block_shield.wav,,,NO,YES,YES,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,YES,NO,No,THSpear,Spear,Dummy_L_HAND,PC_WAR_F,thspear_vibora,THSpear,Melee,Aries,,Char1,,Both,YES,SH,ALL,,RH,I_swordtrail004_blue,Sword,,Sword,,,NO,,Moru,,YES,Yes,,Weapon_THSpear,Yes,,,
11002003,230,5,5,0,0,0,4,10,0,430,0,0,0,0,100,100,1,0.15,0,0,0,0,0,5000,5000,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSF04_129_1,바이보라 스태프 - 확산투영,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,MATK,YES,icon_item_staff_vibora,icon_item_staff_vibora,스태프[때리기],," - 섀도우 쏜 스킬 레벨{img green_up_arrow 16 16}2{nl}  - 섀도우 쏜 연타 수{img green_up_arrow 16 16}1{nl}  - 섀도우 쏜 재사용 대기시간 5초 감소{nl} {nl}확산투영{nl} - 섀도우 쏜이 대상 주변 최대 5명에게 피해를 줌",이 무기의 외형을 창작한 바이보라 날개의 단원은 바이보라 여신과 그 날개를 형상화했다고 말했습니다. 그가 가진 바이보라 여신을 향한 신앙심만큼이나 이 무기를 가장 애지중지했다고 합니다.,item_drop_weapon,block_shield.wav,,,NO,YES,YES,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,YES,NO,No,THStaff,Staff,Dummy_L_HAND,PC_WIZ_F,staff_vibora,THStaff,Melee,Strike,,Char2,,Both,YES,DH,ALL,,RH,I_swordtrail006_red,Blunt,Blunt,Sword,,,NO,Common_StaffAttack,Moru,,YES,Yes,,Weapon_THStaff,Yes,,,
11002004,70,5,5,0,0,0,4,10,0,430,0,0,0,0,100,100,1,0.15,0,0,0,0,0,5000,5000,0,-1,1,0,0,0,490,1280,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAG04_123_1,바이보라 대거 - 그림자 분신,Equip,TRUE,SubWeapon,SubWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,YES,icon_item_dagger_vibora,icon_item_dagger_vibora,단검[찌르기],," - 인법 분신술을 제외한 모든 시노비 스킬 레벨{img green_up_arrow 16 16}1{nl}  - 인법 분신술 스킬 레벨 1이상 일 때, 장착 시 그림자 분신 1명 소환{nl} {nl}그림자 분신{nl} - 지속시간 무한{nl} - 일반 공격 불가, 본체의 시노비 공격 스킬을 따라함{nl} - HP/SP가 소모되지 않음{nl} - 인법 분신술로 소환한 분신과 중복 가능{nl} - 그림자 분신은 클로킹을 따라함",바이보라 나이프는 바이보라 무기 중에서도 외형적으로는 가장 훌륭하다고 평가받았던 작품입니다. 날개 장식은 물론 날에 물든 색은 완성도를 결정짓는 기준이 되었습니다. 이 두 가지 조건의 품질이 좋을수록 감정사들은 높은 가격을 책정했습니다.,item_drop_weapon,block_shield.wav,,,NO,YES,YES,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,YES,NO,No,Dagger,,Dummy_R_dagger,PC_WAR_F,dagger_vibora,dagger,Melee,Aries,,All,,Both,NO,SH,ALL,,LH,I_swordtrail003_green,Sword,,Sword,,,NO,Common_DaggerAries,Moru,,YES,Yes,,Weapon_Dagger,Yes,,,
11002005,230,5,5,0,0,0,4,10,0,430,0,0,0,0,100,100,1,0.15,0,0,0,0,0,5000,5000,0,-1,1,0,0,0,744,0,0,0,0,0,0,0,195,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSF04_129_2,바이보라 스태프 - 불벼락,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,MATK,YES,icon_item_staff_vibora,icon_item_staff_vibora,스태프[때리기],," - 파이어 필라 스킬 레벨{img green_up_arrow 16 16}2{nl}  - 파이어 필라 스킬 대미지{img green_up_arrow 16 16}100%{nl} {nl}불벼락{nl} - 파이어 필라 주변 무작위 위치에 운석 낙하{nl} - 운석 낙하 주기 0.5초{nl} - 운석은 파이어 필라와 동일한 스킬로 판정",이 무기의 외형을 창작한 바이보라 날개의 단원은 바이보라 여신과 그 날개를 형상화했다고 말했습니다. 그가 가진 바이보라 여신을 향한 신앙심만큼이나 이 무기를 가장 애지중지했다고 합니다.,item_drop_weapon,block_shield.wav,,,NO,YES,YES,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,YES,NO,No,THStaff,Staff,Dummy_L_HAND,PC_WIZ_F,staff_vibora,THStaff,Melee,Strike,,Char2,,Both,YES,DH,ALL,,RH,I_swordtrail006_red,Blunt,Blunt,Sword,,,NO,Common_StaffAttack,Moru,,YES,Yes,,Weapon_THStaff,Yes,,,
11002006,130,5,5,0,0,0,4,10,0,430,0,0,0,0,100,100,1,0.15,0,0,0,0,0,5000,5000,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,140,150,0,0,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STF04_127_1,바이보라 로드 - 사념,Equip,TRUE,Weapon,Weapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,MATK,YES,icon_item_rod_vibora,icon_item_rod_vibora,로드[때리기],," - 소서러 모든 스킬 레벨{img green_up_arrow 16 16}1{nl} {nl}사념{nl} - 이보케이션 스킬 시전 후 보조 카드의 악마가 잔존{nl} - 소환수 스킬 자동 사용, 탑승 불가{nl} - 지속시간 10초","한때 왕국의 한 고위 인사는 이 로드를 큰 행사에 가지고 갔다가 봉변을 당한 일이 있었습니다. 당시 아름다운 외형으로 굉장한 고가에 거래되던 이 무기는 행사장에서 많은 이목을 끌었습니다. 하지만 땅으로 떨어진 로드의 무지개 부분이 손쉽게 부러지는 일이 있었고, 고위 인사는 사기꾼을 잡겠다며 재빨리 행사장을 달려 나갔습니다.",item_drop_weapon,block_shield.wav,,,NO,YES,YES,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,YES,NO,No,Staff,Staff,Dummy_L_HAND,PC_WIZ_F,rod_vibora,Staff,Melee,Strike,,"Char1,Char2,Char4",,Both,NO,SH,ALL,,RH,I_swordtrail006_red,Blunt,Blunt,Sword,,,NO,,Moru,,YES,Yes,,Weapon_Staff,Yes,,,
11002007,160,5,5,0,0,0,4,10,0,430,0,0,0,0,100,100,1,0.15,0,0,0,0,0,5000,5000,0,-1,1,0,0,0,0,0,0,0,0,120,120,0,120,120,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAC04_129_1,바이보라 메이스 - 신성무구,Equip,TRUE,Weapon,Weapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK;MATK,YES,icon_item_mace_vibora,icon_item_mace_vibora,한손둔기[때리기],,{nl} {nl}신성무구{nl} - 비나시오 버프 중 추가 대미지 능력치의 1% 만큼 기본 공격 대미지 증가 (최대 1000% 증가),"몇몇 사람들은 바이보라 메이스의 특이한 외형을 보면, 무기의 기능을 의심하고는 합니다. 정작 그 무기를 들고 전선에서 활약 중인 사람에게는 섭섭한 이야기일 수 있습니다.",item_drop_weapon,block_shield.wav,,,NO,YES,YES,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,YES,NO,No,Mace,Mace,Dummy_L_HAND,PC_CLR_F,mace_vibora,Mace,Melee,Strike,,"Char1,Char2,Char4",,Both,NO,SH,ALL,,RH,I_swordtrail004_blue,Blunt,,Sword,,,NO,,Moru,,YES,Yes,,Weapon_Mace,Yes,,,
11002008,190,5,5,0,0,0,4,10,0,430,0,0,0,0,100,100,1,0.15,0,0,0,0,0,5000,5000,0,-1,1,0,0,0,740,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TMAC04_118_1,바이보라 투 핸드 메이스 - 진노,Equip,TRUE,Weapon,THWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK;MATK,YES,icon_item_thmace_vibora,icon_item_thmace_vibora,양손둔기[때리기],," - 갓 스매시 스킬 레벨{img green_up_arrow 16 16}3{nl}  - 갓 스매시 스킬 범위{img green_up_arrow 16 16}100%{nl}  - 갓 스매시 연타 수{img green_up_arrow 16 16}1{nl}  - 갓 스매시 시전 시 진노 버프 1중첩{nl} {nl}진노{nl} - 지속시간 8초 (최대 3중첩){nl} - 중첩 수에 따라 캐릭터 크기 증가{nl} - 3 중첩 시 받는 마법 피해 50% 감소{nl} - 3 중첩 일 때 브레스트 리퍼 시전 시 중첩을{nl}모두 소모, 5초 동안 브레스트 리퍼 스킬 대미지{img green_up_arrow 16 16}30%","바이보라 무기들의 시작은, 성능만큼이나 외형을 중시했던 대장장이의 손에서 만들어졌습니다. 대장장이는 바이보라 날개의 한 교단원과 외형에 대한 의견을 주고받은 것으로 알려져 있습니다.",item_drop_weapon,block_shield.wav,,,NO,YES,YES,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,YES,NO,No,THMace,Mace,Dummy_L_HAND,PC_CLR_F,thmace_vibora,THMace,Melee,Strike,,Char4,,Both,YES,DH,ALL,,RH,I_swordtrail004_blue,Blunt,,Sword,,,NO,,Moru,,YES,Yes,,Weapon_THMace,Yes,,,
11002009,90,5,5,0,0,0,4,10,0,430,0,0,0,0,100,100,1,0.15,0,0,0,0,0,5000,5000,0,-1,1,0,0,0,0,0,0,0,0,143,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PST04_122_1,바이보라 피스톨 - 트리거 개조,Equip,TRUE,SubWeapon,SubWeapon,Equip,Item_Opt,Item_Opt,Item_Common,Item_Common,,,WEAPON,ATK,YES,icon_item_pistol_vibora,icon_item_pistol_vibora,권총[미사일:총],,{nl} {nl}트리거 개조{nl} - 리마콘 버프 중 권총 기본 공격 대미지{img green_up_arrow 16 16}200%{nl} - 리마콘 버프 중 권총 기본 공격 속도{img green_up_arrow 16 16}40%,바이보라 피스톨이 처음 탄생했던 대장간에는 어느 날 왕국의 고위 인사와 그 병사들이 들이닥친 일이 있었습니다. 그날 이후 대장간은 철거되었고 그곳에 살던 사람들은 모두 쫓겨났습니다. 대장간의 철거 과정에서 바이보라 피스톨의 원작이 유실되었습니다.,item_drop_weapon,block_shield.wav,,,NO,YES,YES,YES,YES,YES,SCR_REFRESH_WEAPON,Normal,,NO,,NO,,,,NO,,,YES,NO,No,Pistol,Gun,Dummy_R_dagger,PC_ARC_F,pistol_vibora,Pistol,Melee,Gun,,Char5,,Both,NO,SH,ALL,,LH,,Arrow,,Sword,,,NO,Pistol_Attack,Moru,,YES,Yes,,Weapon_Pistol,Yes,,,
11004001,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EP12_costume_Com_001,별빛 왕자 코스튬 (남),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,item_icon_littleprince01_m,item_icon_littleprince01_m,코스튬,,,착용하면 외형이 변경됩니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.,item_drop_armor,,,,NO,NO,YES,NO,YES,YES,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,littleprince01,Sword,Melee,,,All,,Male,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,,YES,No,,Premium_Costume,No,,,
11004002,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EP12_costume_Com_002,별빛 공주 코스튬 (여),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,item_icon_littleprince01_f,item_icon_littleprince01_f,코스튬,,,착용하면 외형이 변경됩니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.,item_drop_armor,,,,NO,NO,YES,NO,YES,YES,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,littleprince01,Sword,Melee,,,All,,Female,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,,YES,No,,Premium_Costume,No,,,
