ClassID,Weight,PR,MaxPR,ItemLv,PATK,ADD_MATK,ItemGrade,ItemStar,HiddenPropValue,UseLv,MaterialPrice,Price,PriceRatio,SellPrice,RepairPriceRatio,ReinforceRatio,MaxStack,Scale,DropSoundTime,DeadBreakRatio,NumberArg1,NumberArg2,ItemCoolDown,Dur,MaxDur,repairPrice,UseCount,Hardness,ADD_MINATK,ADD_MAXATK,ADD_DEF,CRTHR,CRTATK,CRTDR,ADD_HR,ADD_DR,STR,DEX,CON,INT,MNA,SR,SDR,CRTMATK,ADD_MDEF,MGP,AddSkillMaxR,SkillRange,SkillAngle,Luck,BlockRate,BLK,BLK_BREAK,Revive,HitCount,BackHit,SkillPower,ASPD,MSPD,KDPow,MHP,MSP,MSTA,RHP,RSP,RSPTIME,RSTA,ADD_CLOTH,ADD_LEATHER,ADD_CHAIN,ADD_IRON,ADD_GHOST,ADD_SMALLSIZE,ADD_MIDDLESIZE,ADD_LARGESIZE,ADD_FORESTER,ADD_WIDLING,ADD_VELIAS,ADD_PARAMUNE,ADD_KLAIDA,ADD_FIRE,ADD_ICE,ADD_POISON,ADD_LIGHTNING,ADD_EARTH,ADD_HOLY,ADD_SOUL,ADD_DARK,BaseSocket,MaxSocket_COUNT,BaseSocket_MA,MaxSocket_MA,MinOption,MaxOption,Aries,AriesDEF,Slash,SlashDEF,Strike,StrikeDEF,Aries_Range,Slash_Range,Strike_Range,MinRDmg,MaxRDmg,FDMinR,FDMaxR,TotalArrowCount,ArrowCount,RES_FIRE,RES_ICE,RES_POISON,RES_LIGHTNING,RES_EARTH,RES_SOUL,RES_HOLY,RES_DARK,LifeTime,ItemLifeTimeOver,NeedAppraisal,NeedRandomOption,LootingChance,IsAlwaysHatVisible,SkillWidthRange,DynamicLifeTime,ADD_BOSS_ATK,ChangeBasicPropValue,ClassName,Name,ItemType,Journal,GroupName,EquipGroup,EquipXpGroup,MergeTable1,MergeClass1,MergeTable2,MergeClass2,MergeTable3,MergeClass3,ToolTipScp,BasicTooltipProp,HiddenProp,TooltipImage,Icon,ReqToolTip,TooltipValue,OptDesc,Desc,DropSound,EquipSound,InOutScp,Script,DecomposeAble,Destroyable,TeamTrade,ShopTrade,MarketTrade,UserTrade,RefreshScp,DropStyle,StringArg,Usable,PreCheckScp,Consumable,UseAnim,ClientScp,ParticleName,UseTx,CoolDown,CoolDownGroup,AllowDuplicate,NotExist,LogoutSave,ClassType,ClassType2,NodeName,ModelType,FileName,AttachType,Attribute,AttackType,Material,UseJob,UseAbility,UseGender,DBLHand,EqpType,UsePetEquipGroup,PetSlot,DefaultEqpSlot,WeaponTrailEffect,BlowSoundType,DefSoundType,BlkSoundType,EqpInOut,OptionGroup,IsPrivate,LHandSkill,Reinforce_Type,LifeTime_Limitcheck,ItemLifeTime,HatVisible,Extractable,LegendGroup,MarketCategory,BriquetingAble,DynamicCalcLifeTimeFunc,EnableEquipMap,ExpireDateTime,RingGroup
10300011,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVENT_Hanbok_yellow_m,달맞이 한복 코스튬 (남),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,icon_item_hanbok02_yellow_m,icon_item_hanbok02_yellow_m,코스튬,,,달맞이 한복 코스튬입니다. 착용하면 외형이 변경 됩니다.,item_drop_armor,,,,NO,NO,YES,NO,YES,NO,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,hanbokyellow,Sword,Melee,,,All,,Male,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,NO,,YES,No,,Premium_Costume,No,,,,
10300012,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVENT_Hanbok_yellow_f,달맞이 한복 코스튬 (여),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,icon_item_hanbok02_yellow_f,icon_item_hanbok02_yellow_f,코스튬,,,달맞이 한복 코스튬입니다. 착용하면 외형이 변경 됩니다.,item_drop_armor,,,,NO,NO,YES,NO,YES,NO,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,hanbokyellow,Sword,Melee,,,All,,Female,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,NO,,YES,No,,Premium_Costume,No,,,,
10300013,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209600,0,0,0,0,0,0,0,0,0,EVENT_Hanbok_yellow_m_14d,달맞이 한복 코스튬 (남)(14일),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,icon_item_hanbok02_yellow_m,icon_item_hanbok02_yellow_m,코스튬,,,달맞이 한복 코스튬입니다. 착용하면 외형이 변경 됩니다.※14일 기간제 아이템 입니다.,item_drop_armor,,,,NO,NO,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,hanbokyellow,Sword,Melee,,,All,,Male,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,NO,,YES,No,,Premium_Costume,No,,,,
10300014,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209600,0,0,0,0,0,0,0,0,0,EVENT_Hanbok_yellow_f_14d,달맞이 한복 코스튬 (여)(14일),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,icon_item_hanbok02_yellow_f,icon_item_hanbok02_yellow_f,코스튬,,,달맞이 한복 코스튬입니다. 착용하면 외형이 변경 됩니다.※14일 기간제 아이템 입니다.,item_drop_armor,,,,NO,NO,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,hanbokyellow,Sword,Melee,,,All,,Female,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,NO,,YES,No,,Premium_Costume,No,,,,
10300015,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVENT_Yellow_Watermelon_m,[이벤트] 노란 수박 탱크탑(남),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,icon_item_EVENT_Yellow_Watermelon_m,icon_item_EVENT_Yellow_Watermelon_m,코스튬,,,노란 수박을 연상시키는 탱크탑 코스튬 입니다.,item_drop_armor,,,,NO,NO,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,Yellow_watermelon,Sword,Melee,,,All,,Male,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,NO,,YES,No,,Premium_Costume,No,,,,
10300016,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVENT_Yellow_Watermelon_f,[이벤트] 노란 수박 원피스(여),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,icon_item_EVENT_Yellow_Watermelon_f,icon_item_EVENT_Yellow_Watermelon_f,코스튬,,,노란 수박을 연상시키는 원피스 코스튬 입니다.,item_drop_armor,,,,NO,NO,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,Yellow_watermelon,Sword,Melee,,,All,,Female,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,NO,,YES,No,,Premium_Costume,No,,,,
10300017,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVENT_Skyblue_kindergartener02_m,[할로윈] 스카이블루 라이마 원아복(남),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,icon_item_kindergartener_skyblue_m,icon_item_kindergartener_skyblue_m,코스튬,,,하늘색의 라이마 원아복입니다.,item_drop_armor,,,,NO,NO,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,kindergartener02,Sword,Melee,,,All,,Male,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,NO,,YES,No,,Look_Costume,No,,,,
10300018,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EVENT_Skyblue_kindergartener02_f,[할로윈] 스카이블루 라이마 원아복(여),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,icon_item_kindergartener_skyblue_f,icon_item_kindergartener_skyblue_f,코스튬,,,하늘색의 라이마 원아복입니다.,item_drop_armor,,,,NO,NO,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,kindergartener02,Sword,Melee,,,All,,Female,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,NO,,YES,No,,Look_Costume,No,,,,
10300019,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604800,0,0,0,0,0,0,0,0,0,EVENT_Skyblue_kindergartener02_m_7d,[이벤트] 스카이블루 라이마 원아복(남) (7일),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,icon_item_kindergartener_skyblue_m,icon_item_kindergartener_skyblue_m,코스튬,,,하늘색의 라이마 원아복입니다.{nl}※7일 기간제 아이템입니다.{nl}영구제로 교환 가능한 아이템입니다.,item_drop_armor,,,,NO,YES,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,kindergartener02,Sword,Melee,,,All,,Male,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,YES,,YES,No,,Look_Costume,No,,,,
10300020,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604800,0,0,0,0,0,0,0,0,0,EVENT_Skyblue_kindergartener02_f_7d,[이벤트] 스카이블루 라이마 원아복(여) (7일),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,icon_item_kindergartener_skyblue_f,icon_item_kindergartener_skyblue_f,코스튬,,,하늘색의 라이마 원아복입니다.{nl}※7일 기간제 아이템입니다.{nl}영구제로 교환 가능한 아이템입니다.,item_drop_armor,,,,NO,YES,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,kindergartener02,Sword,Melee,,,All,,Female,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,YES,,YES,No,,Look_Costume,No,,,,
10300021,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604800,0,0,0,0,0,0,0,0,0,EVENT_Vampire_m_7d,[이벤트] 뱀파이어 코스튬(남) (7일),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,icon_item_vampire01_m,icon_item_vampire01_m,코스튬,,,뱀파이어 코스튬입니다. 착용하면 외형이 변경 됩니다.{nl}※7일 기간제 아이템입니다.,item_drop_armor,,,,NO,YES,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,vampire01,Sword,Melee,,,All,,Male,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,NO,,YES,No,,Look_Costume,No,,,,
10300022,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604800,0,0,0,0,0,0,0,0,0,EVENT_Vampire_f_7d,[이벤트] 뱀파이어 코스튬(여) (7일),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,icon_item_vampire02_f,icon_item_vampire02_f,코스튬,,,뱀파이어 코스튬입니다. 착용하면 외형이 변경 됩니다.{nl}※7일 기간제 아이템입니다.,item_drop_armor,,,,NO,YES,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,vampire01,Sword,Melee,,,All,,Female,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,NO,,YES,No,,Look_Costume,No,,,,
10300023,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604800,0,0,0,0,0,0,0,0,0,EVENT_Space_m_7d,[이벤트] 알파 센타우리 우주 비행사 코스튬 (남) (7일),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,icon_item_astronaut02_m,icon_item_astronaut02_m,코스튬,,,"머나먼 세계, 저 너머로 여행을 하기 위해 필요하다고 전해지는 우주 비행사 코스튬입니다.{nl}착용하면 외형이 변경 됩니다.{nl}※7일 기간제 아이템입니다.",item_drop_armor,,,,NO,YES,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,astronaut02,Sword,Melee,,,All,,Male,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,NO,,YES,No,,Look_Costume,No,,,,
10300024,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604800,0,0,0,0,0,0,0,0,0,EVENT_Space_f_7d,[이벤트] 알파 센타우리 우주 비행사 코스튬 (여) (7일),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,icon_item_astronaut02_f,icon_item_astronaut02_f,코스튬,,,"머나먼 세계, 저 너머로 여행을 하기 위해 필요하다고 전해지는 우주 비행사 코스튬입니다.{nl}착용하면 외형이 변경 됩니다.{nl}※7일 기간제 아이템입니다.",item_drop_armor,,,,NO,YES,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,astronaut02,Sword,Melee,,,All,,Female,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,NO,,YES,No,,Look_Costume,No,,,,
10300025,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604800,0,0,0,0,0,0,0,0,0,EVENT_Whitenurse_m_7d,[이벤트] 퓨어 화이트 간호사 코스튬(남) (7일),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,icon_item_nurse03_m,icon_item_nurse03_m,코스튬,,,퓨어 화이트 간호사 코스튬입니다. 착용하면 외형이 변경 됩니다.{nl}※7일 기간제 아이템입니다.,item_drop_armor,,,,NO,YES,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,nurse03,Sword,Melee,,,All,,Male,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,NO,,YES,No,,Look_Costume,No,,,,
10300026,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604800,0,0,0,0,0,0,0,0,0,EVENT_Whitenurse_f_7d,[이벤트] 퓨어 화이트 간호사 코스튬(여) (7일),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,icon_item_nurse03_f,icon_item_nurse03_f,코스튬,,,퓨어 화이트 간호사 코스튬입니다. 착용하면 외형이 변경 됩니다.{nl}※7일 기간제 아이템입니다.,item_drop_armor,,,,NO,YES,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,nurse03,Sword,Melee,,,All,,Female,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,NO,,YES,No,,Look_Costume,No,,,,
10300027,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604800,0,0,0,0,0,0,0,0,0,EVENT_Schooluniform_m_7d,[이벤트] 흑골 불량 서클 교복 코스튬(남) (7일),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,icon_item_schooluniform05_m,icon_item_schooluniform05_m,코스튬,,,흑골 불량 서클 교복 코스튬입니다. 착용하면 외형이 변경됩니다.{nl}※7일 기간제 아이템입니다.,item_drop_armor,,,,NO,YES,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,schooluniform05,Sword,Melee,,,All,,Male,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,NO,,YES,No,,Look_Costume,No,,,,
10300028,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604800,0,0,0,0,0,0,0,0,0,EVENT_Schooluniform_f_7d,[이벤트] 흑골 불량 서클 교복 코스튬(여) (7일),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,icon_item_schooluniform05_f,icon_item_schooluniform05_f,코스튬,,,흑골 불량 서클 교복 코스튬입니다. 착용하면 외형이 변경됩니다.{nl}※7일 기간제 아이템입니다.,item_drop_armor,,,,NO,YES,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,schooluniform05,Sword,Melee,,,All,,Female,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,NO,,YES,No,,Look_Costume,No,,,,
10300029,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604800,0,0,0,0,0,0,0,0,0,EVENT_Guilty_m_7d,[이벤트] 길티네 추종자의 의복(남) (7일),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,icon_item_guilty_uniform1_m,icon_item_guilty_uniform1_m,코스튬,,,길티네의 추종자들이 비밀 집회에 참여할 때 착용하는 의복입니다.{nl}착용하면 외형이 변경됩니다.{nl}※7일 기간제 아이템입니다.,item_drop_armor,,,,NO,YES,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,guilty_uniform1,Sword,Melee,,,All,,Male,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,NO,,YES,No,,Look_Costume,No,,,,
10300030,0,1,1,0,0,0,1,0,0,1,0,0,100,0,100,100,1,0.15,0,0,0,0,0,100,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604800,0,0,0,0,0,0,0,0,0,EVENT_Guilty_f_7d,[이벤트] 길티네 추종자의 의복(여) (7일),Equip,FALSE,Premium,,,Item_Opt,Item_Opt,Item_Common,Item_Common,,,ARMOR,,,icon_item_guilty_uniform1_f,icon_item_guilty_uniform1_f,코스튬,,,길티네의 추종자들이 비밀 집회에 참여할 때 착용하는 의복입니다.{nl}착용하면 외형이 변경됩니다.{nl}※7일 기간제 아이템입니다.,item_drop_armor,,,,NO,YES,YES,NO,NO,NO,,Normal,,NO,,NO,,,,NO,,,NO,NO,No,Outer,Premium,,,guilty_uniform1,Sword,Melee,,,All,,Female,NO,OUTER,ALL,,OUTER,,,Flesh,,,,NO,,,NO,,YES,No,,Look_Costume,No,,,,
