ClassID,GenType,PosX,PosY,PosZ,Direction,AnchorRange,NPCID,Name
642,3015,-75.74352,648.1195,-1878.7393,0,0,0,비카라스
644,3015,-69.05628,716.86945,225.2522,0,0,0,비카라스
647,17,-607.34717,716.1627,97.7493,0,0,0,베카라베
648,17,-87.88245,714.271,206.97668,0,0,0,베카라베
649,3016,1503.5845,671.4375,-592.7075,180,0,0,여신 바카리네의 상
651,3018,26.158539,717.0243,274.57635,0,0,0,툼싱커
652,600,-133.60855,648.1195,-1213.0259,0,0,0,나무뿌리 수정
653,600,-95.379074,688.0721,-2356.984,0,0,0,나무뿌리 수정
654,600,-143.05077,648.1195,-1979.6658,0,0,0,나무뿌리 수정
655,600,188.45097,647.7578,-675.42224,0,0,0,나무뿌리 수정
656,600,-494.5335,648.10004,-754.5742,0,0,0,나무뿌리 수정
657,600,-183.33069,717.0243,42.554276,0,0,0,나무뿌리 수정
658,600,-397.76035,717.0243,302.46765,0,0,0,나무뿌리 수정
659,600,119.61187,717.0243,215.25539,0,0,0,나무뿌리 수정
660,600,-734.12286,716.1627,123.08927,0,0,0,나무뿌리 수정
661,600,-1121.5378,716.6627,256.7022,0,0,0,나무뿌리 수정
662,600,-1548.2303,720.6842,248.24808,0,0,0,나무뿌리 수정
663,600,-1542.8635,725.34125,12.668365,0,0,0,나무뿌리 수정
664,600,-1575.3612,649.3685,-563.7701,0,0,0,나무뿌리 수정
665,600,-1354.4824,659.0804,-853.4372,0,0,0,나무뿌리 수정
666,600,-1902.7871,637.7431,-791.6988,0,0,0,나무뿌리 수정
667,600,1187.015,714.7889,252.57855,0,0,0,나무뿌리 수정
668,600,1952.6826,714.7889,243.46631,0,0,0,나무뿌리 수정
669,600,2025.9578,714.3022,-337.9018,0,0,0,나무뿌리 수정
670,600,2282.9539,714.3022,-36.923798,0,0,0,나무뿌리 수정
671,600,2243.2231,750.0269,448.43732,0,0,0,나무뿌리 수정
672,600,38.532936,702.5887,844.4344,0,0,0,나무뿌리 수정
673,600,219.05219,716.2422,1539.8232,0,0,0,나무뿌리 수정
674,600,-41.3052,716.0052,1403.7648,0,0,0,나무뿌리 수정
675,600,30.687029,718.76917,1848.7974,0,0,0,나무뿌리 수정
678,3021,-90.19797,645.70496,-2621.944,0,0,0,필드젠x
680,3021,-1532.9043,686.9712,-438.8949,0,0,0,필드젠x
681,3021,-1547.5024,686.8805,-93.36487,0,0,0,필드젠x
682,3021,498.5162,717.0243,288.4032,0,0,0,필드젠x
683,3021,1022.416,714.78894,252.28453,0,0,0,필드젠x
684,3021,-330.8942,770.9997,1862.8806,0,0,0,필드젠x
685,17,325.4325,647.1459,-667.24884,0,0,0,베카라베
686,17,-889.5011,715.7045,154.21944,0,0,0,베카라베
687,17,121.51105,717.0243,294.69836,0,0,0,베카라베
688,17,-174.31946,717.0243,97.07669,0,0,0,베카라베
689,17,59.41015,717.1974,514.8028,0,0,0,베카라베
690,17,-390.57675,717.0243,186.18051,0,0,0,베카라베
691,17,-1565.8252,720.6842,194.43768,0,0,0,베카라베
693,17,33.232517,717.0243,191.97054,0,0,0,베카라베
694,17,91.0258,717.0243,68.82915,0,0,0,베카라베
702,18,-217.89906,648.1195,-1961.4061,0,0,0,베스퍼
703,18,-99.5119,688.0721,-2343.0981,0,0,0,베스퍼
704,18,16.384352,648.1195,-1969.1212,0,0,0,베스퍼
706,18,-256.4868,648.1195,-849.82043,0,0,0,베스퍼
708,18,-769.5882,650.64056,-725.97736,0,0,0,베스퍼
709,18,-200.41187,674.706,-270.0989,0,0,0,베스퍼
710,18,-29.225384,648.1195,-740.4992,0,0,0,베스퍼
711,18,-126.10217,648.1195,-1302.878,0,0,0,베스퍼
712,3015,-245.12883,648.1195,-1962.8,0,0,0,비카라스
713,3015,-90.28173,648.1195,-2053.0405,0,0,0,비카라스
714,3015,-140.64053,648.1195,-1967.2863,0,0,0,비카라스
715,3015,-194.941,648.1195,-2052.5276,0,0,0,비카라스
716,3015,-263.30548,713.4937,162.72638,0,0,0,비카라스
717,3015,-76.318924,717.0243,83.51516,0,0,0,비카라스
718,3015,68.03944,717.0243,324.99838,0,0,0,비카라스
719,3015,-563.26514,717.0243,256.8812,0,0,0,비카라스
720,3015,30.663391,717.1974,535.30695,0,0,0,비카라스
721,3015,277.30908,717.0243,274.53174,0,0,0,비카라스
722,3015,81.85735,717.0243,88.43369,0,0,0,비카라스
723,3015,-169.95137,714.0908,-118.01586,0,0,0,비카라스
724,3022,-22.074337,648.1195,-713.6813,0,0,0,베카라누스
725,17,22.359997,717.1974,696.9925,0,0,0,베카라베
726,17,345.45068,717.0243,241.58507,0,0,0,베카라베
727,17,-264.53436,713.5943,294.6566,0,0,0,베카라베
728,3013,-132.99083,648.1195,-889.836,0,0,0,베카라베
729,3013,34.433525,648.1195,-779.27704,0,0,0,베카라베
730,3013,0.82768536,648.1195,-652.5651,0,0,0,베카라베
732,3013,-185.30598,616.8541,-744.7231,0,0,0,베카라베
733,3013,37.578396,648.1195,-891.86285,0,0,0,베카라베
734,3013,-313.60522,648.1195,-881.9189,0,0,0,베카라베
735,3013,-122.20786,648.1195,-1232.1848,0,0,0,베카라베
736,3013,-142.3826,648.1195,-1449.9619,0,0,0,베카라베
737,3013,-234.13438,648.1195,-2028.6395,0,0,0,베카라베
738,3013,-16.261585,648.1195,-1950.5613,0,0,0,베카라베
739,3013,-189.83311,648.1195,-1897.2931,0,0,0,베카라베
740,3013,-108.93932,648.1195,-2132.3418,0,0,0,베카라베
741,3013,-1601.7528,720.4395,163.0997,0,0,0,베카라베
742,3013,-1598.3063,720.6842,298.37427,0,0,0,베카라베
743,3013,-1514.5774,720.6842,206.64459,0,0,0,베카라베
744,3013,-1367.7711,720.6842,266.43475,0,0,0,베카라베
745,3013,-903.2758,704.9351,252.3551,0,0,0,베카라베
746,3013,-699.4359,717.0243,265.808,0,0,0,베카라베
747,3013,-758.2356,716.1627,136.96135,0,0,0,베카라베
748,3013,-888.9658,715.8933,78.36176,0,0,0,베카라베
749,3013,-433.29376,717.0243,287.0969,0,0,0,베카라베
750,3013,-390.6117,717.0243,117.53767,0,0,0,베카라베
751,3015,-187.65225,648.1195,-1879.141,0,0,0,비카라스
752,3015,-609.19086,650.64056,-753.0277,0,0,0,비카라스
753,3015,-411.22446,648.1195,-594.01404,0,0,0,비카라스
754,3015,-285.96567,648.1195,-890.8473,0,0,0,비카라스
755,3015,70.73936,648.1195,-926.98816,0,0,0,비카라스
756,3015,55.465805,648.1195,-614.9232,0,0,0,비카라스
757,3015,-32.81743,648.1195,-798.8869,0,0,0,비카라스
758,18,-1419.7164,659.0804,-818.96466,0,0,0,베스퍼
759,18,-1652.979,659.1847,-792.87506,0,0,0,베스퍼
760,18,-1377.0675,659.0804,-667.0912,0,0,0,베스퍼
761,18,-1496.7145,659.0804,-734.75104,0,0,0,베스퍼
762,18,-1639.218,720.2496,154.18367,0,0,0,베스퍼
763,18,-1507.5164,720.6842,342.831,0,0,0,베스퍼
764,18,-1729.9219,701.40344,301.46457,0,0,0,베스퍼
765,18,-1390.5787,720.6842,252.70755,0,0,0,베스퍼
766,18,-671.28625,717.0243,279.53796,0,0,0,베스퍼
767,18,-1033.6759,704.9351,263.67862,0,0,0,베스퍼
768,18,-11.311556,702.58875,799.5594,0,0,0,베스퍼
769,18,-98.26814,717.0243,39.21769,0,0,0,베스퍼
770,18,64.18728,717.0243,176.18375,0,0,0,베스퍼
771,18,47.40507,717.0742,375.32153,0,0,0,베스퍼
772,18,22.813488,702.58875,1000.0496,0,0,0,베스퍼
773,18,-106.90759,648.2423,-2189.012,0,0,0,베스퍼
774,18,-66.56488,648.7062,-2253.7551,0,0,0,베스퍼
775,3023,-1864.2831,697.69836,256.76855,180,0,0,왕릉 길드 미션
776,3024,-1956.07,721.25,242.44,0,0,0,보물 상자 LV1
777,3025,-860.96674,650.64056,-784.11115,0,0,0,UnvisibleName
