ClassID,GenType,PosX,PosY,PosZ,Direction,AnchorRange,NPCID,Name
49,30,624,285,128,0,10,0,나무뿌리 수정
56,15,-1545.54,260.83,-1109.33,0,10,400001,케파
94,30,922,285,553,0,10,0,나무뿌리 수정
102,13,-1603.15,260.83,-634.68,0,1,401501,잎방개
106,13,-1714.7524,260.8254,-793.508,0,1,401501,잎방개
111,13,-1803.3267,260.8254,-929.4419,0,1,401501,잎방개
113,30,1085,285,620,0,10,0,나무뿌리 수정
126,30,1356,285,632,0,10,0,나무뿌리 수정
131,30,1372,285,419,0,10,0,나무뿌리 수정
133,30,1506,285,428,0,10,0,나무뿌리 수정
134,30,1695,285,276,0,10,0,나무뿌리 수정
135,30,1465.34,210.21,-342.55,0,10,0,나무뿌리 수정
136,30,1222,210,-496,0,10,0,나무뿌리 수정
137,30,1289,210,-472,0,10,0,나무뿌리 수정
138,30,1139,210,-745,0,10,0,나무뿌리 수정
144,13,-1026,322,188,0,1,401501,잎방개
148,30,958,210,-746,0,10,0,나무뿌리 수정
149,30,174,210,-960,0,10,0,나무뿌리 수정
151,30,377,210,-996,0,10,0,나무뿌리 수정
159,16,-110.76,322.87,489.29,0,10,400021,하나밍
162,16,-225,322,11,0,10,400021,하나밍
166,30,488,210,-1158,0,10,0,나무뿌리 수정
169,16,-282.3,322.87,396.72,0,10,400021,하나밍
173,16,-238.77695,322.8697,158.16531,0,10,400021,하나밍
174,30,750.64,210.21,-1131.45,0,10,0,나무뿌리 수정
176,30,1018,210,-943,0,10,0,나무뿌리 수정
177,30,1205,210,-1040,0,10,0,나무뿌리 수정
178,30,1434,210,-1049,0,10,0,나무뿌리 수정
201,17,1259.76,285.05,529.01,0,10,400041,치넨시
202,17,791.93,285.05,531.71,0,10,400041,치넨시
220,18,401.1112,210.2119,-664.0809,0,10,400061,인프로락터
228,18,721.9501,210.2119,-1189.7433,0,10,400061,인프로락터
236,18,303.38373,210.2119,-1000.8208,0,10,400061,인프로락터
237,18,535.5456,210.2119,-1103.0784,0,10,400061,인프로락터
700,30,-1876,260,-1031,0,30,45110,나무뿌리 수정
701,30,-1960,260,-1265,0,30,45110,나무뿌리 수정
702,30,-1622,260,-684,0,30,45110,나무뿌리 수정
703,30,-1694,260,-791,0,30,45110,나무뿌리 수정
705,30,-1331,260,-135,0,30,45110,나무뿌리 수정
706,30,-1677,260,-399,0,30,45110,나무뿌리 수정
707,30,-1850,260,-2,0,30,45110,나무뿌리 수정
708,30,-1959,260,95,0,30,45110,나무뿌리 수정
709,30,-1823,260,246,0,30,45110,나무뿌리 수정
710,30,-1827,260,-435,0,30,45110,나무뿌리 수정
711,30,-463,322,-17,0,30,45110,나무뿌리 수정
712,30,-686,322,592,0,30,45110,나무뿌리 수정
713,30,-665,322,753,0,30,45110,나무뿌리 수정
714,30,-575,359,1189,0,30,45110,나무뿌리 수정
715,30,-630,359,1297,0,30,45110,나무뿌리 수정
716,30,-121,322,51,0,30,45110,나무뿌리 수정
717,30,-172,322,172,0,30,45110,나무뿌리 수정
718,30,-18,322,648,0,30,45110,나무뿌리 수정
719,30,193,322,591,0,30,45110,나무뿌리 수정
720,30,130,322,285,0,30,45110,나무뿌리 수정
721,30,725.19745,210.21191,-798.011,0,30,45110,나무뿌리 수정
722,30,474,210,-725,0,30,45110,나무뿌리 수정
723,30,565,210,-921,0,30,45110,나무뿌리 수정
726,30,899.47,210.21,-830.37,0,30,45110,나무뿌리 수정
727,30,1471,210,-675,0,30,45110,나무뿌리 수정
728,30,1230,210,-778,0,30,45110,나무뿌리 수정
729,30,1057,210,-829,0,30,45110,나무뿌리 수정
730,30,766,257,-260,0,30,45110,나무뿌리 수정
731,30,742,285,141,0,30,45110,나무뿌리 수정
732,30,734,285,327,0,30,45110,나무뿌리 수정
733,30,776,285,579,0,30,45110,나무뿌리 수정
734,30,1557,285,258,0,30,45110,나무뿌리 수정
759,49,-443,322,120,0,1,400003,SIAUL_WEST_ADD_SUB_01
760,50,1565.7292,285.0458,327.5524,0,1,400003,SIAUL_WEST_LAIMONAS3_2
1500,51,-626,260,-757,86.05,10,0,경계병
1501,52,-619,260,-707,-74.58,10,0,경계병
1502,53,-509,260,-821,161,10,0,경계병
1503,54,-589,260,-822,0,10,0,경계병
1504,55,-560,260,-780,0,10,0,시작 트리거
2002,2002,-663,322,503,0,30,45110,전투병
2007,2007,-550,359,1370,-90,30,45110,골렘트랙
2009,5,-2005,260,102,0,1,40095,대형 케파 트리거
2010,5,-1765,260,102,0,1,40095,대형 케파 트리거
2011,5,-1845,260,102,0,1,40095,대형 케파 트리거
2012,5,-1925,260,102,0,1,40095,대형 케파 트리거
2016,1002,-1566,260,-1096,-82.72,1,0,알림판
2017,1003,-1692,260,-150,-86.1,1,0,알림판
2018,1004,487,209,-139,-50.71,1,0,알림판
2019,1005,-572,322,449,92.12,1,0,알림판
2020,1006,-695,322,840,-64.09,1,0,알림판
2021,1007,-547,260,-453,-93.27,1,0,알림판
2022,2011,-1822,260,-925,315,1,0,알림판
2023,2012,175,322,384,0,1,0,
2025,16,95.63397,322.8697,707.74457,0,0,0,하나밍
2028,16,175.14964,322.8697,317.86343,0,0,0,하나밍
2032,16,273.77383,322.8697,234.6051,0,0,0,하나밍
2037,2013,-331,260,-400,-90,0,0,[하플라이트 서브 마스터]{nl}        바이시지 더모어
2038,2014,1505.41,210.21,-778.63,0,0,0,크리비4차 전직 퀘스트 트랙용
2039,2015,-595.97,359.52,1356.17,0,0,0,JOB_WIZARD4_1_TRIGGER
2040,2016,1697.45,285.05,387.61,0,0,0,JOB_CRYOMANCER4_1_TRIGGER
2042,2018,1615.97,210.21,-713.26,-97,0,0,병사 모집 알림
2043,2019,-558.6,260.83,-1021.28,179,0,0,병사 모집 알림
2044,2020,-1277.39,260.83,-614.18,0,0,0,병사 모집 알림
2045,15,-1942.16,260.83,-1147.45,0,0,0,케파
2046,15,-1719.87,260.83,-765.17,0,0,0,케파
2047,15,-1977.31,260.83,-439.09,0,0,0,케파
2048,15,-1893.74,260.83,58.53,0,0,0,케파
2050,201,-1781.9281,260.8254,-1018.5216,0,0,0,잎방개
2051,2021,1553.76,210.21,-695.25,0,0,0,클라페다 안내병
2052,17,664.91,285.05,225.13,0,0,0,치넨시
2054,13,-1722.4156,260.8254,-1102.7019,0,0,0,잎방개
2056,15,-1681.28,260.83,-1208.48,0,0,0,케파
2057,15,-2062.05,260.83,-1299.38,0,0,0,케파
2058,15,-1846.83,260.83,-994.09,0,0,0,케파
2059,15,-1934.44,260.83,-120.54,0,0,0,케파
2060,15,-1832.73,260.83,282.38,0,0,0,케파
2061,15,-1812.4,260.83,-419.44,0,0,0,케파
2067,16,-56.41,322.87,-3.03,0,0,0,하나밍
2068,16,-95.29,322.87,668.32,0,0,0,하나밍
2069,16,-204.94,322.87,294.26,0,0,0,하나밍
2080,17,819.83,285.05,269.73,0,0,0,치넨시
2081,17,591.93,285.05,-1.3,0,0,0,치넨시
2082,17,1384.75,285.05,586.68,0,0,0,치넨시
2083,17,1079.73,285.05,581.51,0,0,0,치넨시
2084,2022,1177.66,210.21,-1054.04,0,0,0,케파
2085,2022,1001.69,210.21,-836.29,0,0,0,케파
2086,2022,1189.93,210.21,-723.68,0,0,0,케파
2087,2022,1319.06,210.21,-955.69,0,0,0,케파
2088,2022,1424.26,210.21,-1090.98,0,0,0,케파
2089,2022,1452.22,210.21,-730.84,0,0,0,케파
2090,2022,1565.16,210.21,-997.15,0,0,0,케파
2091,2022,1425.8,210.21,-848.94,0,0,0,케파
2092,2022,1251.56,210.21,-542.03,0,0,0,케파
2094,2022,848.53,210.21,-889.72,0,0,0,케파
2095,2022,1220.48,210.21,-888.65,0,0,0,케파
2096,2022,968.82,210.21,-746.32,0,0,0,케파
2099,2023,1236.1011,210.2119,-920.07666,0,0,0,하나밍
2101,2023,1085.3743,210.2119,-937.3985,0,0,0,하나밍
2102,2023,789.39,210.21,-897.39,0,0,0,하나밍
2103,2023,645.48456,210.2119,-1092.2927,0,0,0,하나밍
2106,2023,426.1242,210.2119,-1013.5668,0,0,0,하나밍
2107,2023,1240.63,210.21,-638.18,0,0,0,하나밍
2108,2023,941.2956,210.2119,-831.4015,0,0,0,하나밍
2109,2023,375.53973,210.2119,-761.9308,0,0,0,하나밍
2110,18,532.48914,210.2119,-832.1878,0,0,0,인프로 락터
2111,18,722.12,210.21,-979.13,0,0,0,인프로 락터
2113,2025,1428.38,210.21,-922.82,0,0,0,락토르투가등장트리거
2114,2026,1705.19,285.05,390.19,0,0,0,제미나 여신상
2115,2027,1564,210,-370,180,0,0,보물 상자 LV1
2117,2029,1687,285.05,366,-70,0,0,제미나 여신상
2119,2030,1409.8545,210.2119,-245.34744,-92,0,0,UnvisibleName
2120,2031,2755.2747,423.3865,443.1412,-114,0,0,샤울레이 서쪽 숲
2121,2032,-580,260,-1417,90,0,0,보물 상자 LV1
2122,2033,231.365,322.8697,328.56943,0,0,0,필드젠X
2123,31,-751.0155,260.8254,-362.25742,-90,0,0,[딥디르비 마스터]{nl}   조각가 테슬라
2124,32,-778.91614,260.8254,-353.64685,-90,0,0,고양이
2125,2034,-2004.07,260.93,-940.17,-90,0,0,보물 상자 LV1
2126,2035,185.81,210.31,-856.9,0,0,0,보물 상자 LV3
2127,18,349.93726,209.59015,-805.65936,0,0,0,인프로 락터
2128,18,700.8045,209.59015,-761.5143,0,0,0,인프로 락터
2129,18,445.07562,209.59015,-978.70404,0,0,0,인프로 락터
2130,18,415.18753,209.59015,-1181.1592,0,0,0,인프로 락터
2131,18,853.22394,209.59015,-867.65826,0,0,0,인프로 락터
2132,2036,1346.05,210.31,-1087.24,0,0,0,보물 상자 LV1
2133,2023,1350.451,209.59015,-830.8346,0,0,0,하나밍
2134,2023,1320.4756,209.59015,-907.94244,0,0,0,하나밍
2135,2023,1358.0465,209.59015,-996.2719,0,0,0,하나밍
2136,2023,1421.4456,209.59015,-1078.0254,0,0,0,하나밍
2137,2023,1507.1022,209.59015,-1025.1508,0,0,0,하나밍
2138,2023,1462.4896,209.59015,-914.4913,0,0,0,하나밍
2139,2023,1458.9062,209.59015,-781.9322,0,0,0,하나밍
2140,2023,1464.4084,209.59015,-694.63,0,0,0,하나밍
2141,2023,592.6201,209.59015,-804.83813,0,0,0,하나밍
2142,2022,1040.098,209.59015,-970.4837,0,0,0,케파
2143,2022,1584.1724,209.59015,-726.68915,0,0,0,케파
2144,2022,1304.9529,209.59015,-774.51385,0,0,0,케파
2145,2022,1366.5094,209.59015,-355.94708,0,0,0,케파
2146,2022,1268.8126,209.59015,-388.10223,0,0,0,케파
2147,2022,1491.8073,209.59015,-378.33514,0,0,0,케파
2148,2022,740.5776,209.59015,-779.10535,0,0,0,케파
2149,2022,602.00836,209.59015,-958.42303,0,0,0,케파
2150,2022,621.4966,209.59015,-1044.5498,0,0,0,케파
2151,18,275.24368,209.59015,-673.52057,0,0,0,인프로 락터
2152,18,563.9787,209.59015,-693.516,0,0,0,인프로 락터
2153,18,651.077,209.59015,-894.8208,0,0,0,인프로 락터
2154,18,636.0251,209.59015,-1056.4208,0,0,0,인프로 락터
2155,18,622.9086,209.59015,-1180.351,0,0,0,인프로 락터
2156,18,416.22202,209.59015,-1042.7969,0,0,0,인프로 락터
2157,18,132.84497,209.59015,-963.0672,0,0,0,인프로 락터
2158,18,567.9872,209.59015,-924.31006,0,0,0,인프로 락터
2159,16,-114.69363,322.8697,90.31695,0,10,400021,하나밍
2160,16,-120.04311,322.8697,204.01993,0,10,400021,하나밍
2161,16,26.070072,322.8697,541.89716,0,0,0,하나밍
2162,16,146.00055,322.8697,568.16766,0,0,0,하나밍
2163,2037,3221.6658,423.38654,865.99457,0,0,0,그림자없는 NPC
2164,2039,-2067.6533,260.8254,-1273.6062,0,0,0,
