ClassID,GenType,NPCID,PosX,PosY,PosZ,Direction,AnchorRange,Name
1111,1020,0,1075.3568,335.4517,251.45845,0,0,지누테카스
1112,1020,0,1100.1234,335.4517,131.51218,0,0,지누테카스
1113,1020,0,979.3739,335.4517,-8.070076,0,0,지누테카스
1114,1020,0,15.068802,335.7168,102.52118,0,0,지누테카스
1115,1020,0,73.303024,289.6777,1453.0802,0,0,지누테카스
1116,1020,0,47.256424,289.6777,1404.1146,0,0,지누테카스
1117,1020,0,47.91625,332.3459,1678.6211,0,0,지누테카스
1118,1020,0,215.48892,331.8696,1407.3418,0,0,지누테카스
1119,1020,0,56.131214,327.8331,1154.1517,0,0,지누테카스
1120,1020,0,-250.52768,332.5985,1408.245,0,0,지누테카스
1121,1020,0,371.32224,331.8696,1410.116,0,0,지누테카스
1122,3010,0,-1084.4537,252.7638,-1109.3551,0,0,바브
1123,3010,0,-1099.928,252.7638,-927.9132,0,0,바브
1124,3010,0,-936.432,252.7638,-1029.7673,0,0,바브
1125,3010,0,-959.81445,334.8217,22.791117,0,0,바브
1126,3010,0,-937.8673,334.8217,269.2441,0,0,바브
1127,3010,0,-1090.4355,334.8217,154.05995,0,0,바브
1128,3010,0,-776.70984,334.8217,122.34263,0,0,바브
1129,3010,0,-978.74133,332.5985,1229.5714,0,0,바브
1130,3010,0,-955.7805,332.5985,1583.9581,0,0,바브
1131,3010,0,-1068.6033,332.59854,1501.5187,0,0,바브
1132,3010,0,1089.3579,331.8696,1333.9666,0,0,바브
1133,3010,0,1180.8627,331.8696,1562.3514,0,0,바브
1134,3010,0,991.9826,331.8696,1426.9382,0,0,바브
1135,3010,0,1086.2177,335.4517,246.06798,0,0,바브
1136,3010,0,981.9042,335.4517,31.272274,0,0,바브
1137,3010,0,1086.5222,335.4517,-111.84035,0,0,바브
1138,3010,0,1124.0707,335.4517,124.06465,0,0,바브
1139,3010,0,1045.571,250.5658,-837.3882,0,0,바브
1140,3010,0,966.13745,250.5658,-981.2001,0,0,바브
1141,3010,0,1095.9869,250.5658,-1150.2074,0,0,바브
1142,3010,0,1237.3439,250.5658,-979.94543,0,0,바브
1143,3010,0,1113.9506,250.5658,-1011.0974,0,0,바브
1144,3010,0,560.14923,250.5658,-936.29126,0,0,바브
1145,3010,0,64.385895,252.5366,-1279.7394,0,0,바브
1146,3010,0,25.440794,335.7168,-45.486538,0,0,바브
1147,3010,0,-161.06964,335.7168,108.46146,0,0,바브
1148,3010,0,75.721115,289.6777,1392.3959,0,0,바브
1149,3010,0,318.451,331.8696,1456.3618,0,0,바브
1150,3010,0,46.73441,328.0372,729.4699,0,0,바브
1151,3010,0,-377.77594,332.5985,1411.6149,0,0,바브
1152,3010,0,-439.1945,252.7638,-990.77106,0,0,바브
1153,3009,0,-192.91193,335.7168,97.47426,0,0,부우크
1154,3009,0,49.13401,335.7168,-89.0266,0,0,부우크
1155,3009,0,947.60345,335.4517,72.714,0,0,부우크
1156,3009,0,1157.1138,335.4517,-99.5071,0,0,부우크
1157,3009,0,1257.5588,335.4517,260.45337,0,0,부우크
1158,3009,0,1049.3365,335.4517,293.16034,0,0,부우크
1159,3009,0,-992.6977,334.8217,269.15347,0,0,부우크
1160,3009,0,-1080.3595,334.8217,-55.21635,0,0,부우크
1161,3009,0,-797.54663,334.8217,58.654945,0,0,부우크
1162,3009,0,-1136.6224,334.8217,125.22794,0,0,부우크
1163,3009,0,-789.12286,334.8217,197.14664,0,0,부우크
1164,3009,0,35.453423,335.7168,367.00534,0,0,부우크
1165,3009,0,272.7172,335.7168,108.74696,0,0,부우크
1166,3019,0,-1109.7665,332.59857,1520.059,0,0,카라스
1167,3019,0,-638.8298,332.5985,1388.4912,0,0,카라스
1168,3019,0,645.59186,331.8696,1386.638,0,0,카라스
1169,3019,0,1012.8887,331.8696,1281.082,0,0,카라스
1170,3019,0,1205.7726,331.8696,1517.4321,0,0,카라스
1171,3019,0,-1000.6447,332.5985,1446.2314,0,0,카라스
1172,3019,0,1136.9761,331.8696,1451.7065,0,0,카라스
1173,3019,0,-1002.3246,332.5985,1341.4025,0,0,카라스
1174,3023,0,862.07,335.55,414.35,0,0,보물 상자 LV1
1175,3024,0,649.09796,250.5658,-1028.4961,0,0,UnvisibleName
1176,3025,0,50.283882,371.3385,1806.0781,-91,0,왕릉 수호자
