ClassID,GenType,PosX,PosY,PosZ,Direction,AnchorRange,NPCID,Name
258,236,669.27765,359.3129,-728.0454,0,0,0,
259,236,1418.7999,432.7419,-780.4816,0,0,0,
260,2,-2334.3765,525.3367,58.91771,0,0,0,
261,2,-1577.9647,536.0922,348.98038,0,0,0,
262,2,-909.0174,450.54742,474.11475,0,0,0,
263,2,-783.52716,359.03577,16.971859,0,0,0,
264,2,-368.2991,322.3343,-611.09015,0,0,0,
265,2,-1100.6842,435.48248,-773.42676,0,0,0,
266,2,-279.95816,366.4486,-1474.5376,0,0,0,
267,2,577.347,280.78583,-1275.0453,0,0,0,
268,2,748.3906,358.899,-128.82649,0,0,0,
269,2,1296.5668,323.60785,-99.261856,0,0,0,
270,213,-486.7589,322.3343,-718.70514,0,0,0,붉은 인프로 락터
271,213,-248.708,366.4486,-1506.9589,0,0,0,붉은 인프로 락터
272,214,-1115.605,358.89923,-83.719406,0,0,0,아르마
273,214,-797.61646,359.066,1.8507881,0,0,0,아르마
274,237,-384.1441,435.3824,-1292.6299,0,0,0,테라임프 메이지
275,237,-590.5052,322.3343,-620.94946,0,0,0,테라임프 메이지
276,237,-82.519135,355.0287,-626.1879,0,0,0,테라임프 메이지
277,237,-328.5019,322.3343,-681.63666,0,0,0,테라임프 메이지
278,237,-560.2849,355.0378,-231.55135,0,0,0,테라임프 메이지
279,237,-713.9762,450.53528,465.56598,0,0,0,테라임프 메이지
280,237,-1227.2715,450.8745,431.53757,0,0,0,테라임프 메이지
281,237,-1073.162,358.89908,-1.9680538,0,0,0,테라임프 메이지
282,238,-741.3048,358.899,-817.0755,0,0,0,파이란
283,213,-328.40494,364.3753,-1399.7872,0,0,0,붉은 인프로 락터
284,213,-388.24258,322.3343,-836.2451,0,0,0,붉은 인프로 락터
285,213,-370.91028,322.3343,-526.20715,0,0,0,붉은 인프로 락터
286,213,284.6138,358.899,-665.42426,0,0,0,붉은 인프로 락터
287,213,-575.9122,355.0444,-82.52749,0,0,0,붉은 인프로 락터
288,213,-945.9964,398.52704,-810.97296,0,0,0,붉은 인프로 락터
289,213,-286.3348,322.3343,-656.8763,0,0,0,붉은 인프로 락터
290,214,-420.89725,322.3343,-624.9092,0,0,0,아르마
291,214,-1250.0809,450.93564,445.8478,0,0,0,아르마
292,214,-782.1664,450.4515,514.07104,0,0,0,아르마
293,214,-299.3565,394.85898,-1108.5522,0,0,0,아르마
294,214,-409.30157,429.8211,-1361.8363,0,0,0,아르마
295,214,-35.49958,435.3824,-1418.1425,0,0,0,아르마
296,214,63.073597,355.33582,-710.17255,0,0,0,아르마
297,214,-76.77449,435.3824,-1239.9128,0,0,0,아르마
298,214,-422.59122,322.3343,-827.5915,0,0,0,아르마
299,214,-1032.8218,435.4824,-851.7321,0,0,0,아르마
300,214,-249.12991,322.3343,-765.7179,0,0,0,아르마
301,214,-1192.9149,393.95102,214.46321,0,0,0,아르마
302,214,-679.8109,393.91306,285.65857,0,0,0,아르마
303,218,1394.681,432.7419,-904.0028,0,0,0,플라스크 메이지
304,218,1297.2887,432.7419,-747.93506,0,0,0,플라스크 메이지
305,218,1453.2339,432.7419,-634.3694,0,0,0,플라스크 메이지
306,218,1556.6426,432.7419,-852.01526,0,0,0,플라스크 메이지
307,218,423.8532,283.8241,-1338.4875,0,0,0,플라스크 메이지
308,218,700.08105,281.9861,-1330.8036,0,0,0,플라스크 메이지
309,218,565.5566,280.67972,-1332.915,0,0,0,플라스크 메이지
310,218,489.94202,310.023,-1590.1069,0,0,0,플라스크 메이지
311,218,644.974,310.023,-1575.9529,0,0,0,플라스크 메이지
312,213,-1283.4218,435.4823,-920.57263,0,0,0,붉은 인프로 락터
313,213,-1250.3823,435.4824,-662.849,0,0,0,붉은 인프로 락터
314,213,-1369.5116,435.4824,-757.95667,0,0,0,붉은 인프로 락터
315,239,1420.7473,323.60785,-75.517204,0,0,0,
317,241,-149.72,364.48,-1281.47,0,0,0,보물 상자 LV1
