ClassID,GenType,PosX,PosY,PosZ,Direction,AnchorRange,NPCID,Name
219,135,1351.5208,503.8573,-744.5529,0,0,0,판토 길잡이
221,135,1185.736,503.8573,-561.3658,0,0,0,판토 길잡이
222,135,408.21008,418.72723,-64.54454,0,0,0,판토 길잡이
223,136,-147.0386,375.3896,-848.69,0,0,0,나무뿌리 수정
224,136,172.9802,375.3896,-573.7448,0,0,0,나무뿌리 수정
225,136,-515.5775,375.3896,-370.29684,0,0,0,나무뿌리 수정
226,136,-809.54297,418.8884,-206.53415,0,0,0,나무뿌리 수정
227,136,-1142.2493,462.3669,-245.53558,0,0,0,나무뿌리 수정
228,136,-1163.3341,462.3669,12.531452,0,0,0,나무뿌리 수정
229,136,-1221.3494,462.3669,324.33716,0,0,0,나무뿌리 수정
230,136,557.0039,418.7272,-192.43945,0,0,0,나무뿌리 수정
231,136,837.3312,463.0132,-315.96643,0,0,0,나무뿌리 수정
232,136,1251.3704,503.8573,-503.8387,0,0,0,나무뿌리 수정
233,136,1067.7004,503.8573,-725.1245,0,0,0,나무뿌리 수정
234,136,1108.5057,503.8573,-702.47815,0,0,0,나무뿌리 수정
235,136,461.51352,418.7272,199.39368,0,0,0,나무뿌리 수정
236,136,546.45087,418.7272,649.21594,0,0,0,나무뿌리 수정
237,136,835.9748,462.1169,1074.4878,0,0,0,나무뿌리 수정
238,136,943.15717,462.1169,1007.0688,0,0,0,나무뿌리 수정
239,136,862.14575,462.1169,1566.4332,0,0,0,나무뿌리 수정
240,136,115.11829,375.3896,1261.7963,0,0,0,나무뿌리 수정
241,136,-74.73736,375.3896,1195.7698,0,0,0,나무뿌리 수정
242,137,193.13336,375.3896,-428.80804,-76,0,0,파수꾼 모리
243,138,983.6774,503.8573,-1148.6783,0,0,0,
244,139,975.06635,503.8573,-1131.042,12,0,0,
245,140,884.6966,503.8573,-984.4459,-12,0,0,판토 토템
246,140,978.30005,503.8573,-662.4536,-10,0,0,판토 토템
247,140,1118.337,503.8573,-413.6972,-65,0,0,판토 토템
248,140,981.0084,463.0132,-157.7377,-92,0,0,판토 토템
249,140,773.605,463.0132,-196.7343,-73,0,0,판토 토템
250,140,1223.6044,503.8573,-249.40398,-60,0,0,판토 토템
251,140,1421.0789,503.8573,-217.37457,-90,0,0,판토 토템
252,140,1450.714,503.8573,-683.1089,-53,0,0,판토 토템
253,140,1247.831,503.8573,-739.39764,-11,0,0,판토 토템
255,141,851.6674,463.0132,-278.2934,0,0,0,말리
256,141,440.57635,418.7272,233.21556,0,0,0,말리
257,141,492.18182,418.7272,-265.5356,0,0,0,말리
258,142,-10.466705,375.3896,-921.0132,0,0,0,필드젠X
259,143,-25.60147,375.3896,-589.09216,0,0,0,필드젠X
260,143,-10.048691,375.3896,1183.4688,0,0,0,필드젠X
261,144,-1136,462,417,-71,0,0,머슈카리아
264,147,-89.34569,375.3896,-396.80124,-90,0,0,건너편으로
265,148,-135.22151,375.3896,1019.43,-90,0,0,건너편으로
266,149,408.20627,418.7272,397.455,0,0,0,스피온 궁수
267,149,810.9681,462.1169,991.43567,0,0,0,스피온 궁수
268,149,1051.1951,462.1169,969.9235,0,0,0,스피온 궁수
269,149,-1111.9683,462.3669,-264.9662,0,0,0,스피온 궁수
270,149,-1316.2117,462.3669,250.49026,0,0,0,스피온 궁수
271,149,-1067.087,462.3669,176.0852,0,0,0,스피온 궁수
272,149,-1120.4666,462.3669,-63.8506,0,0,0,스피온 궁수
273,149,-823.0054,418.8884,-174.28438,0,0,0,스피온 궁수
274,149,639.9956,418.7272,743.70483,0,0,0,스피온 궁수
275,149,925.13477,462.1169,1231.717,0,0,0,스피온 궁수
276,150,-659,418.99,-72.39,0,0,0,보물 상자 LV4
277,134,725.3839,459.87173,-350.3717,0,0,0,판토 전사
278,134,811.97797,463.01318,-208.64403,0,0,0,판토 전사
279,134,905.353,463.01318,-390.02295,0,0,0,판토 전사
280,134,442.46945,418.72723,-234.68663,0,0,0,판토 전사
281,134,486.04312,418.72723,50.123547,0,0,0,판토 전사
282,134,985.6362,503.8573,-991.295,0,0,0,판토 전사
283,134,1514.3007,503.8573,-338.38956,0,0,0,판토 전사
284,134,1411.5908,503.8573,-469.7792,0,0,0,판토 전사
285,134,1030.5421,503.8573,-797.3354,0,0,0,판토 전사
286,134,1158.676,503.8573,-595.62964,0,0,0,판토 전사
287,141,592.52606,418.72723,738.71954,0,0,0,말리
288,141,1351.6653,503.8573,-418.80734,0,0,0,말리
289,141,1030.5764,503.8573,-790.25104,0,0,0,말리
290,141,1338.8647,503.8573,-692.9389,0,0,0,말리
291,141,1182.7866,503.8573,-535.7957,0,0,0,말리
292,141,1554.9517,503.8573,-286.52408,0,0,0,말리
293,141,768.0489,463.01318,-101.72971,0,0,0,말리
294,141,690.22656,448.15912,-313.30627,0,0,0,말리
295,141,431.62448,418.72723,-13.003897,0,0,0,말리
296,141,519.0563,418.72723,533.3781,0,0,0,말리
297,141,818.1015,462.11688,1035.2468,0,0,0,말리
298,141,1050.6089,462.11688,984.8101,0,0,0,말리
299,141,950.92926,462.11688,1150.6903,0,0,0,말리
300,141,906.04504,462.11688,905.53455,0,0,0,말리
301,141,834.8305,462.11688,1154.8541,0,0,0,말리
302,149,1020.9648,503.8573,-712.0027,0,0,0,스피온 궁수
303,149,1302.4172,503.8573,-426.3817,0,0,0,스피온 궁수
304,149,1071.7083,503.8573,-541.1245,0,0,0,스피온 궁수
305,149,1303.8951,503.8573,-630.2017,0,0,0,스피온 궁수
306,149,1498.911,503.8573,-405.96216,0,0,0,스피온 궁수
307,149,842.63086,463.01318,-266.98013,0,0,0,스피온 궁수
308,149,504.08688,418.72723,-284.0779,0,0,0,스피온 궁수
309,149,467.64252,418.72723,-3.3746784,0,0,0,스피온 궁수
310,149,791.1446,462.11688,1161.9193,0,0,0,스피온 궁수
311,149,-1164.2822,462.36688,479.1277,0,0,0,스피온 궁수
312,149,-1287.3025,462.36688,442.66937,0,0,0,스피온 궁수
313,149,-1199.787,462.36688,38.84188,0,0,0,스피온 궁수
314,149,-881.77606,418.88837,-378.43417,0,0,0,스피온 궁수
315,149,-741.74567,418.88837,-74.04749,0,0,0,스피온 궁수
316,149,-710.0828,418.88837,-254.16522,0,0,0,스피온 궁수
317,149,-556.7835,375.3896,-448.134,0,0,0,스피온 궁수
318,149,-482.13205,375.3896,-357.90125,0,0,0,스피온 궁수
319,149,-1237.517,462.36688,-179.5525,0,0,0,스피온 궁수
320,130,-1163.3824,462.36688,-248.70667,0,0,0,판토 마법사
321,130,-1402.4724,462.36688,265.86948,0,0,0,판토 마법사
322,130,-942.72845,419.84787,-248.75749,0,0,0,판토 마법사
323,130,-725.0145,418.88837,-249.34601,0,0,0,판토 마법사
324,126,-1109.0492,462.36688,131.83371,0,0,0,판토 전사
325,126,-1382.558,462.36688,194.37936,0,0,0,판토 전사
326,126,-1098.1191,462.36688,383.4974,0,0,0,판토 전사
327,126,-1193.9835,462.36688,39.933357,0,0,0,판토 전사
328,126,-1161.305,462.36688,-200.56483,0,0,0,판토 전사
329,126,-888.0119,418.88837,-433.9364,0,0,0,판토 전사
330,126,-792.42914,418.88837,-9.540996,0,0,0,판토 전사
331,126,-902.8834,418.88837,-148.25914,0,0,0,판토 전사
332,126,-726.18964,418.88837,-185.874,0,0,0,판토 전사
333,126,-1098.3452,462.36688,-436.7346,0,0,0,판토 전사
334,151,1579.1976,503.8573,-335.63342,33,0,0,그리나스 숲길
335,152,1578.8201,503.8573,-333.98755,0,0,0,FieldCantGen
336,153,-1049.22,418.99,-641.81,0,0,0,보물 상자 LV1
337,130,-1140.5696,462.36688,-511.5866,0,0,0,판토 마법사
338,130,-1094.4868,462.36688,-373.79648,0,0,0,판토 마법사
339,130,-1116.7815,462.36688,-247.2665,0,0,0,판토 마법사
340,130,-1132.7112,462.36688,-73.38382,0,0,0,판토 마법사
341,130,-1265.9291,462.36688,408.43738,0,0,0,판토 마법사
342,130,-1255.6958,462.36688,450.34357,0,0,0,판토 마법사
343,130,-1124.561,462.36688,329.80038,0,0,0,판토 마법사
344,130,-1148.9388,462.36688,197.57196,0,0,0,판토 마법사
345,130,-1382.3572,462.36688,213.42,0,0,0,판토 마법사
346,130,-1406.227,462.36688,143.31847,0,0,0,판토 마법사
347,130,-846.07336,418.88837,-155.27873,0,0,0,판토 마법사
348,130,-869.96936,418.88837,-257.5889,0,0,0,판토 마법사
349,130,-851.1844,418.88837,-375.1752,0,0,0,판토 마법사
350,130,-756.23267,418.88837,-48.436676,0,0,0,판토 마법사
351,154,927.92737,462.11688,1325.4866,0,0,0,스피온 궁수
352,154,767.0105,462.11688,1464.5243,0,0,0,스피온 궁수
353,154,796.15497,462.11688,1645.3759,0,0,0,스피온 궁수
354,154,907.51874,462.11688,1847.0643,0,0,0,스피온 궁수
355,154,1105.6293,462.11688,1754.1534,0,0,0,스피온 궁수
356,154,1213.2341,462.11688,1601.6464,0,0,0,스피온 궁수
357,154,1213.2341,462.11688,1601.6464,0,0,0,스피온 궁수
358,154,1144.8782,462.11688,1401.0637,0,0,0,스피온 궁수
359,154,1067.3097,462.11688,1338.3905,0,0,0,스피온 궁수
360,154,870.79004,462.11688,1412.9438,0,0,0,스피온 궁수
361,154,792.76685,462.11688,1624.9998,0,0,0,스피온 궁수
362,154,948.0812,462.11688,1759.3291,0,0,0,스피온 궁수
363,154,1048.2079,462.11688,1757.2021,0,0,0,스피온 궁수
364,154,816.2928,462.11688,1801.9938,0,0,0,스피온 궁수
365,154,770.0589,462.11688,1522.2928,0,0,0,스피온 궁수
366,155,-1412.8832,462.36688,77.01633,0,0,0,리플라이
367,155,-1490.8931,462.36688,181.27794,0,0,0,리플라이
368,155,-1437.7698,462.36688,409.58954,0,0,0,리플라이
369,155,-1160.5208,462.36688,541.5807,0,0,0,리플라이
370,155,-1021.898,462.36688,494.24713,0,0,0,리플라이
371,155,-965.6091,462.36688,424.5085,0,0,0,리플라이
372,155,-998.23706,462.36688,264.30124,0,0,0,리플라이
373,155,-1037.6547,462.36688,163.1158,0,0,0,리플라이
374,155,-1007.7023,462.36688,59.855938,0,0,0,리플라이
375,155,-1184.1941,462.36688,39.126507,0,0,0,리플라이
376,155,-1254.2538,462.36688,39.40494,0,0,0,리플라이
377,155,-1400.6758,462.36688,237.42178,0,0,0,리플라이
378,155,-1342.5286,462.36688,482.81253,0,0,0,리플라이
379,155,-1247.9924,462.36688,542.2311,0,0,0,리플라이
380,155,-1108.09,462.36688,316.5091,0,0,0,리플라이
381,155,-1243.6442,462.36688,142.42804,0,0,0,리플라이
382,140,1573.003,503.8573,-391.09015,0,0,0,판토 토템
383,140,1508.1526,503.8573,-516.054,0,0,0,판토 토템
384,140,1229.517,503.8573,-1142.5574,0,0,0,판토 토템
385,140,979.0994,503.8573,-808.27484,0,0,0,판토 토템
386,140,834.96857,463.01318,-400.2716,0,0,0,판토 토템
387,140,1029.3644,463.01318,-283.50836,0,0,0,판토 토템
388,156,-72.94268,375.3896,875.4086,0,0,0,
389,157,-81.678185,375.3896,-255.6286,0,0,0,
